开始,结束,序号,手机,模式,客流量,总时长,实玩时长,总金额,备注,定额时长,暂停详情
2026-04-05 08:14,2026-04-05 08:14,28,986543,团购,4秒,4秒,39.9,🎫 单人2小时特惠,39.9,0.0,,2小时,无
2026-04-05 08:14,2026-04-05 08:14,26,3466(1),团购,36秒,36秒,44.0,🎫 双人全天畅玩,44.0,0.0,,--,无
2026-04-05 08:14,2026-04-05 08:14,27,3466(2),团购,36秒,36秒,44.0,🎫 双人全天畅玩,44.0,0.0,,--,无
2026-04-05 08:13,2026-04-05 08:14,22,4352,全天畅玩,1分15秒,1分15秒,59.9,,0,59.9,,--,无
2026-04-05 08:13,2026-04-05 08:15,25,7456,定额,1分20秒,1分20秒,29.9,,0,29.9,,1小时30分,无
2026-04-05 08:13,2026-04-05 08:15,24,4567,单板不限,1分34秒,1分34秒,39.9,,0,39.9,,--,无
2026-04-05 08:13,2026-04-05 08:15,21,1233,先玩后付,1分49秒,1分49秒,29.9,,0,29.9,,--,无
2026-04-05 08:13,2026-04-05 08:15,23,236556,先玩后付,1分46秒,1分46秒,29.9,,0,29.9,,--,无
2026-04-08 20:22,2026-04-08 20:38,1,1424,团购,16分23秒,16分23秒,35.8,🎫 单人2小时特惠,17.9,17.9,【加时】20:22 +60分钟[强制],2小时,无
2026-04-08 20:27,2026-04-08 20:38,2,4567,团购,11分42秒,11分42秒,53.7,🎫 单人2小时特惠,17.9,35.8,【加时】20:27 +60分钟 【加团购】20:27 🎫 单人2小时特惠 (未核销) 【加时】20:27 +60分钟[强制],2小时,无
2026-04-08 20:27,2026-04-08 20:38,3,421,定额,11分1秒,11分1秒,83.3,,0,83.3,【加时】20:27 +120分钟 【加团购】20:28 🎫 单人2小时特惠 (未核销)[强制],6小时,无
2026-04-08 20:28,2026-04-08 20:38,4,3452,定额,9分54秒,9分54秒,50.6,,0,50.6,【加团购】20:28 🎫 单人2小时特惠 (未核销)[强制],3小时,无
2026-04-08 20:29,2026-04-08 20:38,5,523(1),团购,9分32秒,9分32秒,88.0,🎫 双人全天畅玩,44.0,44.0,[强制],--,无
2026-04-08 20:29,2026-04-08 20:38,6,523(2),团购,9分31秒,9分31秒,88.0,🎫 双人全天畅玩,44.0,44.0,[强制],--,无
2026-04-08 20:29,2026-04-08 20:38,7,432,团购,9分21秒,9分21秒,35.8,🎫 单人2小时特惠,17.9,17.9,【加团购】20:30 🎫 单人2小时特惠 (未核销)[强制],2小时,无
2026-04-08 20:39,2026-04-08 21:18,8,342(1),团购,38分47秒,38分47秒,44.0,🎫 双人全天畅玩,44.0,0.0,[强制],--,无
2026-04-08 20:39,2026-04-08 21:18,9,342(2),团购,38分47秒,38分47秒,44.0,🎫 双人全天畅玩,44.0,0.0,[强制],--,无
2026-04-08 20:40,2026-04-08 21:18,10,2331,团购,37分56秒,37分56秒,17.9,🎫 单人2小时特惠,17.9,0.0,【加时】20:40 +60分钟[强制],2小时,无
2026-04-08 20:42,2026-04-08 21:18,11,4234,先玩后付,36分37秒,36分37秒,10.9,,0,10.9,[强制],--,无
2026-04-08 21:04,2026-04-08 21:18,14,321,定额,14分7秒,14分7秒,61.5,,0,61.5,【加时】21:04 +60分钟 【加团购】21:04 🎫 单人2小时特惠 (未核销)[强制],4小时,无
2026-04-08 21:05,2026-04-08 21:18,15,432,团购,13分30秒,13分30秒,35.8,🎫 单人2小时特惠,17.9,17.9,【加时】21:05 +60分钟[强制],2小时,无
2026-04-08 21:12,2026-04-08 21:18,16,345,定额,5分45秒,5分45秒,61.5,,0,61.5,【加时】21:13 +60分钟 【加团购】21:13 🎫 单人2小时特惠 (未核销)[强制],4小时,无
2026-04-08 21:28,2026-04-09 00:04,18,213,定额,2小时36分0秒,2小时36分0秒,39.7,,0,39.7,【加时】21:28 +60分钟 【加团购】21:28 🎫 单人2小时特惠 (未核销)[强制],4小时,无
2026-04-05 08:36,2026-04-11 00:26,29,333,先玩后付,135小时50分12秒,135小时50分12秒,1481.5,,0,1481.5,[强制],--,无
2026-04-05 09:08,2026-04-11 00:26,30,425,全天畅玩,135小时18分32秒,135小时18分32秒,59.9,,0,59.9,[强制],--,无
2026-04-11 00:30,2026-04-11 00:58,37,1234(1),团购,27分15秒,27分15秒,88.0,🎫 双人全天畅玩,44.0,44.0,[强制],--,无
2026-04-11 00:30,2026-04-11 00:58,38,1234(2),团购,27分15秒,27分15秒,88.0,🎫 双人全天畅玩,44.0,44.0,[强制],--,无
2026-04-11 00:48,2026-04-11 00:58,39,673(1),团购,9分17秒,9分17秒,88.0,🎫 双人全天畅玩,44.0,44.0,[强制],--,无
2026-04-11 00:48,2026-04-11 00:58,40,673(2),团购,9分17秒,9分17秒,88.0,🎫 双人全天畅玩,44.0,44.0,[强制],--,无
2026-04-11 02:28,2026-04-11 04:29,49,1234(2),团购,2小时1分4秒,2小时0分52秒,15.0,🎫 双人2小时,0.0,15.0,,--,挂账等待 (12秒)
